file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables
A20152010500.slt,2015-07-20,05:30,201.229,1,36000,36000,-0.0163752,5,-0.754399,8,5.07484,5,0.661122,5,0.114065,5,0.0299389,5,0.91661,1.2286,-0.0347501,0.0276147,0.0128867,-5.71396e-11,-2.08463e-12,-3.12906e-13,17.4031,413.262,419.588,4.1,0,634.918,15.077,15.3078,10.45,0,0.0953024,2.26309,2.29773,4.2,0,287.751,286.303,100239.0,1.21279,1013.67,0.0237464,0.00739143,0.0114412,1511.72,1508.25,0.00943379,100.0,0.0,286.303,-0.819405,0.544562,0.131787,0.992643,-2.7122e-14,-3.2833e-15,0.992643,2.16576,304.818,146.393,7.62936,-9999,0.116199,0.0663522,181.872,0.0245104,-0.148655,-0.005281,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0162984,1.00471,-0.47788,1.01138,4.48664,1.1311,0.585701,1.12877,0.100844,1.1311,0.0263854,1.13468,800000009,800010009,800000009,800000009,800000009,800100009,811110019,811110019,80000,80000,80,80,0,2,1,0,0,0,0,0.0818343,0.0401718,0.0106982,0.0184069,8.46676,0.0482136,0.0044726,-0.000388719,0.0139083,0.00239469,0.000626559,16.9864,605.732
A20152010530.slt,2015-07-20,06:00,201.25,1,36000,36000,-0.0730397,5,-18.4322,5,14.8316,5,4.89294,5,0.33349,5,0.0505901,5,1.31688,-0.403923,-1.73776,-0.00908226,-0.0292169,3.06086e-10,1.15311e-11,1.5441e-12,16.738,398.11,404.172,4.5,0,630.564,14.9978,15.2262,5.8,0,0.0844377,2.00833,2.03891,4.4,0,288.187,286.697,100215.0,1.21087,1013.63,0.0237848,0.0216102,0.0113628,1503.41,1547.44,0.00938396,97.1549,44.0269,286.219,-1.5846,1.17527,0.156307,1.97905,-1.33423e-13,1.82869e-14,1.97905,4.35284,305.383,143.436,4.52998,-9999,0.245601,0.282344,70.274,0.0634339,-1.24277,-0.0611461,0,66.5435,-10.0982,22.8422,56.8804,86.7462,121.663,182.273,-0.0724123,1.00866,-17.3799,1.02017,12.7751,1.16098,4.23954,1.15412,0.287249,1.16098,0.0431972,1.17114,800000009,800010009,800000009,800000009,800000009,800000019,800010019,800010019,80000,80000,80,81,0,0,0,0,0,0,255,0.359442,0.146758,0.058488,0.0549729,22.6755,0.0758826,0.00248643,-0.0141602,0.100837,0.00683217,0.00102744,16.3413,598.911
A20152010600.slt,2015-07-20,06:30,201.271,1,36000,36000,-0.0434221,5,-11.5693,5,6.24655,5,1.63075,5,0.140485,5,0.012069,5,0.747087,0.0291985,-0.34598,0.000656672,-0.00291912,-7.93022e-11,-3.01151e-12,-3.97998e-13,16.5968,395.091,401.109,4.65,0,630.266,15.0036,15.2321,5.45,0,0.0832953,1.98286,2.01306,4.6,0,288.289,286.92,100207.0,1.20983,1013.64,0.0238052,0.0091034,0.0113574,1503.87,1570.09,0.00938757,95.7826,66.2172,286.224,-1.5345,0.975411,0.153625,1.82475,7.01251e-15,-4.77816e-15,1.82475,3.56637,302.926,147.558,4.82941,-9999,0.189449,0.203442,51.3841,0.0867534,-1.85212,-0.0497976,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0430341,1.00902,-11.0678,1.02072,5.2924,1.18029,1.39046,1.17281,0.119026,1.18029,0.0101324,1.19113,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,0.178274,0.191154,0.0374558,0.0144538,4.25407,0.0494871,7.42754e-05,-0.00902513,0.0331001,0.00283343,0.000241204,16.0914,612.661
A20152010630.slt,2015-07-20,07:00,201.292,1,36000,36000,-0.0486974,5,-13.7137,5,11.1067,5,0.988891,5,0.249831,5,0.0159116,5,0.590565,1.75097,-0.832882,0.0393859,-0.00392,-1.30547e-10,-5.16629e-12,-6.55945e-13,16.2788,387.817,393.861,4.3,0,644.222,15.3476,15.5868,6.75,0,0.0817945,1.94862,1.979,4.3,0,288.585,287.097,100192.0,1.20875,1013.83,0.0238234,0.016189,0.0116089,1538.12,1588.21,0.00960405,96.846,50.0914,286.569,-1.63721,1.44031,0.164482,2.18678,3.42501e-14,-8.01943e-15,2.18678,4.03322,311.45,138.661,4.31366,-9999,0.200717,0.212505,51.5508,0.0864729,-1.23473,-0.0557531,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0482057,1.0102,-12.8843,1.02343,9.56518,1.16116,0.858024,1.15252,0.215157,1.16116,0.0135545,1.1739,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,0.228941,0.1509,0.0451686,0.0236108,10.9955,0.115698,0.000246383,-0.0105138,0.0204411,0.00512577,0.000322914,17.3077,508.41
A20152010700.slt,2015-07-20,07:30,201.312,1,36000,36000,-0.0815446,1,-15.7218,1,17.8543,1,-1.31153,1,0.401791,1,0.00887994,1,1.55739,1.6432,-0.530925,0.0369782,-0.00218948,-1.58764e-10,-6.49316e-12,-7.99456e-13,16.0561,383.172,389.272,4.25,1,656.667,15.6711,15.9206,6.15,0,0.0808507,1.92947,1.96019,4.5,0,289.028,287.563,100182.0,1.20651,1014.03,0.0238646,0.0260361,0.0118331,1570.38,1636.97,0.0098077,95.9322,66.5895,286.888,-2.10918,1.6745,0.180474,2.69911,4.14501e-14,-9.88805e-15,2.69911,5.32726,307.988,141.554,3.83389,-9999,0.259975,0.364988,97.7081,0.0456231,-0.880562,-0.0494297,0,62.175,-9.4353,21.3427,53.1463,81.0514,113.676,170.307,-0.0807253,1.01015,-14.4847,1.02386,15.5607,1.1474,-1.15133,1.13914,0.350174,1.1474,0.00765902,1.15941,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,0.457345,0.195086,0.0775455,0.0426439,4.21588,0.0550146,6.17848e-05,-0.0118393,-0.0274761,0.00835677,0.000182779,17.6858,402.498
A20152010730.slt,2015-07-20,08:00,201.333,1,36000,36000,-0.147065,5,-15.5623,7,60.078,5,-4.05903,5,1.35353,5,-0.00882707,6,3.93255,0.449181,-0.295359,0.0101198,0.000145025,1.15711e-10,4.7917e-12,5.87026e-13,15.8799,380.577,386.671,4.2,0,657.601,15.76,16.0123,4.85,0,0.0805621,1.93074,1.96166,12.65,0,289.959,288.747,100169.0,1.20137,1014.1,0.0239659,0.0877084,0.01185,1579.09,1766.55,0.00986368,89.3883,187.461,286.973,-2.18856,2.09706,0.189717,3.03701,-2.17642e-13,7.28663e-15,3.03701,6.5061,312.806,136.223,3.5815,-9999,0.349877,0.664242,240.594,0.0185281,-0.259036,-0.0365091,0,67.0712,-10.1783,23.0234,57.3315,87.4341,122.628,183.718,-0.145656,1.00968,-12.0098,1.0233,53.5241,1.12245,-3.64153,1.11465,1.20587,1.12245,-0.00779579,1.13229,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,81,0,0,0,0,0,0,0,0.650526,0.561698,0.116259,0.202932,4.71263,0.112435,0.000110334,-0.00985777,-0.0872726,0.0288997,-0.000186833,15.7464,595.71
A20152010800.slt,2015-07-20,08:30,201.354,1,36000,36000,-0.20921,1,-9.47845,1,54.7233,1,-4.08933,1,1.23401,1,0.0107328,1,3.1353,-1.59767,-0.0849432,-0.0360274,0.000273797,-7.94401e-11,-3.22973e-12,-4.04314e-13,15.7952,379.828,385.785,4.25,1,642.172,15.4424,15.6846,4.55,0,0.0803904,1.93316,1.96348,4.15,0,290.774,289.693,100158.0,1.19746,1013.94,0.0240471,0.0799638,0.0115719,1547.09,1876.6,0.00966373,82.4412,329.51,286.658,-2.17751,3.1993,0.199368,3.87515,4.30305e-14,-5.02938e-15,3.87515,7.9002,325.924,124.24,2.94904,-9999,0.417985,0.752017,673.451,0.00661926,-0.173207,-0.0186769,0,66.9381,-10.1581,22.9777,57.2177,87.2606,122.384,183.354,-0.206863,1.01134,-6.19581,1.02755,50.0667,1.09301,-3.77559,1.0831,1.129,1.09301,0.00973196,1.10284,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,0.895194,0.442361,0.166478,0.0126966,4.0973,0.0905872,0.000134381,-0.005103,-0.0907921,0.0271493,0.000234026,15.3579,613.073
A20152010830.slt,2015-07-20,09:00,201.375,1,36000,36000,-0.280089,1,-11.3504,1,50.9171,1,-4.38038,1,1.14853,1,0.0116598,1,1.0365,-1.69685,0.098514,-0.0382755,-0.00207491,9.88304e-11,3.92121e-12,4.97101e-13,15.8132,380.697,386.536,4.35,0,627.406,15.1046,15.3362,4.95,0,0.0795378,1.91484,1.94421,4.3,0,291.098,290.007,100152.0,1.19625,1013.75,0.0240746,0.0744247,0.0113059,1513.15,1914.33,0.00945112,79.0435,401.177,286.318,-2.36715,3.75342,0.192789,4.4417,6.45478e-16,6.24987e-15,4.4417,9.16848,327.791,122.238,2.48767,-9999,0.48388,0.94957,872.411,0.00510969,-0.22292,-0.0193429,0,67.2085,-10.1992,23.0705,57.4488,87.6131,122.879,184.095,-0.276535,1.01285,-8.19181,1.03118,46.6673,1.09107,-4.05993,1.07893,1.05267,1.09107,0.0105872,1.10131,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.10889,0.569717,0.220539,0.0125046,4.11355,0.0764379,6.53624e-05,-0.00675503,-0.0977412,0.0253425,0.000254882,15.3495,600.052
A20152010900.slt,2015-07-20,09:30,201.396,1,36000,36000,-0.327909,1,25.2221,1,74.674,1,-6.71004,1,1.68552,1,0.00830141,4,2.25501,0.584014,-0.00264474,0.0131822,-0.000539481,-1.94861e-10,-7.7915e-12,-9.77737e-13,15.7736,380.674,386.558,4.2,0,630.707,15.2212,15.4565,4.55,0,0.0791459,1.91007,1.93959,5.1,0,291.624,290.69,100143.0,1.19327,1013.84,0.0241335,0.109222,0.0113653,1524.7,1998.93,0.00952452,76.276,474.225,286.434,-2.46451,3.78086,0.221414,4.5186,2.4987e-14,-1.23536e-14,4.5186,8.95811,326.764,123.098,2.80866,-9999,0.524211,1.11389,-499.165,-0.00893042,0.337763,0.0397712,0,68.0869,-10.3325,23.372,58.1997,88.7582,124.485,186.501,-0.324304,1.01111,28.8744,1.02863,68.7094,1.08681,-6.2376,1.07574,1.55088,1.08681,0.00758274,1.09478,800000009,800010009,800000009,800000009,800000009,800010009,800010019,800010019,80000,80000,80,80,0,0,0,49,0,0,0,1.27141,0.705387,0.250998,0.132118,4.56262,0.095755,0.000130469,0.0238675,-0.150535,0.0374283,0.000182998,15.3232,600.534
A20152010930.slt,2015-07-20,10:00,201.417,1,36000,36000,-0.365119,1,49.1013,1,97.466,1,-7.68759,1,2.20208,1,0.0166239,1,3.26613,-1.227,0.20503,-0.0277221,-0.00069316,6.77099e-11,2.65091e-12,3.37035e-13,15.792,382.494,388.309,4.35,0,618.273,14.975,15.2027,4.55,0,0.0786068,1.90392,1.93286,4.0,0,292.308,291.683,100123.0,1.18909,1013.72,0.0242208,0.142695,0.0111413,1499.75,2127.74,0.00936961,70.4856,627.989,286.182,-3.07587,4.15384,0.197507,5.17246,7.18893e-14,4.28761e-15,5.17246,9.45557,323.409,126.52,2.18833,-9999,0.554129,1.49752,-302.814,-0.0147211,0.503779,0.0735109,0,68.0599,-10.3283,23.3627,58.1765,88.7229,124.435,186.427,-0.360471,1.0129,53.2738,1.03275,88.9833,1.09533,-7.11593,1.08033,2.01043,1.09533,0.0150823,1.10221,800000009,800000009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.76462,0.950171,0.280251,0.100823,5.11651,0.164645,7.48381e-05,0.0441962,-0.172353,0.0486941,0.000365305,15.3656,584.703
A20152011000.slt,2015-07-20,10:30,201.437,1,36000,36000,-0.310313,1,43.0528,1,73.3357,1,-6.0211,1,1.65765,1,0.00930301,1,1.53188,-0.93696,0.100448,-0.0211785,-0.000911624,3.0496e-11,1.17619e-12,1.50799e-13,15.803,383.388,389.142,4.05,0,609.499,14.7867,15.0086,4.35,0,0.0781441,1.89581,1.92426,4.55,0,292.74,292.15,100119.0,1.18723,1013.62,0.0242604,0.107415,0.0109832,1480.83,2190.72,0.0092511,67.5955,709.893,285.988,-2.60994,4.32432,0.163428,5.05354,1.2653e-13,1.92976e-15,5.05354,10.6905,329.026,121.113,1.85323,-9999,0.511249,1.50683,-271.213,-0.0164363,0.587064,0.0699776,0,64.2275,-9.74676,22.0472,54.9007,83.727,117.428,175.929,-0.306461,1.01257,46.1037,1.032,67.6232,1.08448,-5.6346,1.06859,1.52852,1.08448,0.00853694,1.08974,800000009,800000009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.45929,1.27853,0.275839,0.0805107,4.37015,0.108874,7.21818e-05,0.0383112,-0.136698,0.0370825,0.00020711,15.382,574.079
A20152011030.slt,2015-07-20,11:00,201.458,1,36000,36000,-0.314615,1,45.9596,1,65.6235,1,-4.71266,1,1.48368,1,0.00678762,1,0.830835,-0.501753,0.0629551,-0.0113441,-0.000650505,-5.3624e-10,-2.05107e-11,-2.63969e-12,15.8119,383.948,389.671,4.2,0,604.792,14.6857,14.9046,4.2,0,0.0778354,1.89002,1.91819,4.1,0,292.933,292.403,100116.0,1.18621,1013.56,0.0242822,0.0961428,0.0108983,1470.67,2225.59,0.00918756,66.0798,754.926,285.883,-2.18599,4.80155,0.1173,5.27705,-1.84414e-13,-3.39137e-14,5.27705,9.91406,335.581,114.478,1.27369,-9999,0.515003,1.61796,-259.687,-0.0171658,0.700353,0.0742256,0,64.1172,-9.73003,22.0094,54.8064,83.5832,117.227,175.627,-0.310521,1.01318,48.4769,1.03341,61.2059,1.07218,-4.46716,1.05496,1.38381,1.07218,0.00630381,1.07675,800000009,800000009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.41289,1.54207,0.280939,0.0693279,4.21772,0.0924914,5.70659e-05,0.0403201,-0.108473,0.0336019,0.000153071,15.3939,568.857
A20152011100.slt,2015-07-20,11:30,201.479,1,36000,36000,-0.366956,1,127.028,1,100.276,1,-6.45893,1,2.26905,1,0.00897628,1,2.84424,1.9509,-0.0794823,0.044145,-4.62425e-05,-1.05814e-10,-4.16366e-12,-5.2173e-13,15.7314,383.238,389.106,4.15,0,619.011,15.08,15.3108,4.4,0,0.0775656,1.8896,1.91854,3.9,0,293.709,293.273,100088.0,1.18218,1013.81,0.0243614,0.147034,0.0111546,1509.72,2349.08,0.00943563,64.2688,839.354,286.283,-2.64401,4.53396,0.170677,5.25135,4.48325e-14,-6.72631e-15,5.25135,9.98904,329.467,120.249,1.86253,-9999,0.557142,1.49508,-118.946,-0.0374772,1.26678,0.190237,0,67.0117,-10.1693,23.0029,57.2806,87.3565,122.519,183.555,-0.362206,1.01311,129.318,1.03324,92.9418,1.07891,-6.09006,1.06057,2.10309,1.07891,0.00829316,1.08237,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.56991,1.12581,0.294453,0.230758,4.24463,0.123223,5.46415e-05,0.1079,-0.148362,0.0512341,0.000202033,15.3256,578.225
A20152011130.slt,2015-07-20,12:00,201.5,1,36000,36000,-0.350415,1,167.907,1,155.807,1,-7.96037,1,3.5293,1,0.0113628,1,3.52844,1.09097,-0.11681,0.0247123,0.000134964,-1.37967e-10,-5.52368e-12,-6.82564e-13,15.6288,382.191,388.13,4.4,0,625.718,15.3015,15.5393,4.45,0,0.0773203,1.89081,1.9202,4.15,0,294.727,294.357,100076.0,1.17758,1013.96,0.0244543,0.228699,0.0112754,1531.72,2511.19,0.00957506,60.9958,979.47,286.505,-0.921967,4.41779,0.119757,4.51456,-5.40503e-15,-8.82774e-15,4.51456,9.30998,347.801,101.788,1.52005,-9999,0.545501,1.55075,-84.4609,-0.0527788,1.07766,0.257787,0,68.2538,-10.3578,23.4293,58.3423,88.9757,124.79,186.958,-0.346567,1.0111,173.395,1.0286,149.662,1.04106,-7.77456,1.0239,3.39011,1.04106,0.0109048,1.042,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.37206,1.45929,0.270144,0.412481,4.43751,0.241965,5.66917e-05,0.145219,-0.190121,0.0829028,0.000266669,15.2354,580.097
A20152011200.slt,2015-07-20,12:30,201.521,1,36000,36000,-0.284465,1,156.541,1,140.385,1,-6.81607,1,3.18203,1,0.012403,1,2.18757,-1.13921,-0.0576732,-0.0258218,-6.62325e-05,1.33537e-10,5.27238e-12,6.61335e-13,15.5689,381.673,387.512,3.95,0,614.699,15.0694,15.3,4.2,0,0.0771041,1.89022,1.91914,4.25,1,295.245,295.03,100056.0,1.17477,1013.84,0.0245151,0.206196,0.0110769,1508.19,2616.8,0.00942901,57.6347,1108.62,286.268,-1.03834,4.28765,0.10571,4.41285,-2.89226e-13,8.57717e-15,4.41285,8.22553,346.567,103.613,1.37265,-9999,0.492084,1.53611,-66.4897,-0.0670442,1.11508,0.267096,0,66.0301,-10.0203,22.666,56.4416,86.0769,120.724,180.867,-0.281417,1.01083,161.433,1.02796,134.301,1.0453,-6.6424,1.02615,3.04412,1.0453,0.0118816,1.04388,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.30768,1.52567,0.23887,0.413763,4.55353,0.220116,5.65116e-05,0.13554,-0.162839,0.0746271,0.000291279,15.194,566.321
A20152011230.slt,2015-07-20,13:00,201.542,1,36000,36000,-0.311244,5,156.246,5,153.65,5,-7.48046,5,3.48435,5,0.0101215,5,1.57812,-0.043519,-0.155944,-0.000986888,-0.000191187,-4.71017e-10,-1.86546e-11,-2.33917e-12,15.4821,380.269,386.083,4.15,0,613.167,15.0605,15.2908,4.45,0,0.0768873,1.8885,1.91737,3.95,0,295.861,295.517,100030.0,1.17253,1013.85,0.0245619,0.225786,0.0110493,1506.91,2695.54,0.00942341,55.9039,1188.63,286.255,-1.25734,4.04447,0.158159,4.23836,-3.56907e-14,-3.04233e-14,4.23836,8.5394,342.886,107.269,2.13855,-9999,0.515215,1.34823,-76.4446,-0.0583134,1.01689,0.255107,0,70.5562,-10.7072,24.2197,60.3104,91.9771,128.999,193.264,-0.308051,1.01037,162.06,1.02687,145.957,1.05271,-7.24262,1.03284,3.3099,1.05271,0.00963966,1.04999,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.25826,1.21623,0.221962,0.459935,4.66253,0.24489,5.70599e-05,0.136325,-0.177893,0.0812974,0.000236768,15.1065,562.603
A20152011300.slt,2015-07-20,13:30,201.562,1,36000,36000,-0.325739,1,133.858,1,156.404,2,-6.08273,1,3.54931,2,0.00851581,1,2.37157,-3.41631,-0.0307136,-0.0775273,-0.000256909,2.22582e-10,8.41181e-12,1.10484e-12,15.4306,379.991,385.528,4.4,0,583.153,14.3606,14.5699,4.3,0,0.0765934,1.88618,1.91366,4.25,1,296.326,296.25,100018.0,1.1698,1013.47,0.0246259,0.229995,0.0105084,1436.7,2818.09,0.00898309,50.9815,1381.38,285.526,-1.04974,4.70184,0.110321,4.81886,1.62186e-13,1.44247e-14,4.81886,10.5307,347.788,102.586,1.31182,-9999,0.527691,1.95491,-95.8517,-0.0465067,0.855852,0.213965,0,65.4428,-9.9312,22.4644,55.9395,85.3113,119.65,179.258,-0.3219,1.01193,139.849,1.03052,148.706,1.05176,-5.93966,1.02409,3.37462,1.05176,0.00816152,1.04341,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.51694,2.11228,0.280591,0.252726,4.1819,0.324141,5.84557e-05,0.11796,-0.146269,0.083103,0.000200985,15.0791,530.378
A20152011330.slt,2015-07-20,14:00,201.583,1,36000,36000,-0.365494,1,147.717,1,144.378,1,-6.15922,1,3.27756,1,0.0113952,1,1.15182,-2.11465,-0.0659935,-0.048005,-0.000220702,8.59807e-11,3.15614e-12,4.27004e-13,15.3857,379.395,384.753,4.0,0,564.771,13.9267,14.1234,4.2,0,0.0764096,1.88418,1.91079,4.1,0,296.809,296.607,100004.0,1.16842,1013.25,0.024659,0.212386,0.0101772,1393.09,2879.43,0.0087102,48.3809,1486.34,285.058,-1.08725,4.71971,0.135635,4.84522,-1.78821e-13,5.58835e-15,4.84522,9.46123,347.667,102.973,1.60413,-9999,0.559294,1.71691,-103.402,-0.0431107,1.02312,0.223087,0,67.7791,-10.2857,23.2664,57.9366,88.3569,123.922,185.658,-0.361161,1.012,152.573,1.03068,136.688,1.05626,-6.00959,1.0249,3.10298,1.05626,0.0109114,1.04434,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.79962,1.34546,0.288721,0.352475,4.1598,0.206001,6.162e-05,0.128873,-0.14819,0.0765164,0.000269065,15.0312,510.879
A20152011400.slt,2015-07-20,14:30,201.604,1,36000,36000,-0.300703,1,158.043,1,128.644,1,-4.69404,1,2.92322,1,0.010206,1,3.22835,-2.76065,0.0598046,-0.0627309,0.000223768,2.94005e-10,1.03364e-11,1.4596e-12,15.3526,379.937,385.081,4.3,0,539.754,13.3576,13.5384,4.25,0,0.0762183,1.88621,1.91175,4.1,0,297.564,297.61,99983.0,1.16449,1012.96,0.0247475,0.189425,0.00972637,1335.89,3058.29,0.00835244,43.6809,1722.4,284.424,-0.355739,4.8965,0.0964803,4.91035,1.31272e-13,1.91502e-14,4.91035,10.1557,355.86,94.1553,1.12584,-9999,0.508161,1.61746,-72.4723,-0.0615097,1.22853,0.263661,0,62.5679,-9.49492,21.4775,53.4821,81.5636,114.394,171.383,-0.297086,1.01218,161.69,1.03109,122.714,1.04833,-4.65187,1.00907,2.78845,1.04833,0.0099235,1.02847,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.2892,1.65464,0.291061,0.308595,4.07753,0.239516,5.94834e-05,0.137075,-0.115122,0.0690073,0.000245582,15.0183,482.805
A20152011430.slt,2015-07-20,15:00,201.625,1,36000,36000,-0.352584,1,164.07,1,149.309,1,-5.02047,1,3.39362,1,0.0115421,1,0.825069,1.46127,-0.0907379,0.0332131,0.000698271,-8.91639e-12,-3.21251e-13,-4.4511e-14,15.3038,379.113,384.363,4.15,0,551.384,13.6592,13.8483,4.2,0,0.0763972,1.89255,1.91876,4.15,0,297.829,297.867,99968.0,1.16318,1013.13,0.0247726,0.219907,0.00993594,1365.85,3105.57,0.00854203,43.9806,1739.72,284.759,0.408388,5.43596,0.0552181,5.45156,-1.13283e-13,-5.82626e-16,5.45156,10.0146,4.94304,85.7036,0.580351,-9999,0.550564,1.92248,-88.78,-0.0502112,1.09886,0.252877,0,64.0885,-9.72568,21.9995,54.7819,83.5459,117.174,175.548,-0.34783,1.01367,168.261,1.03451,141.699,1.0537,-4.96726,1.01071,3.22066,1.0537,0.0111812,1.03228,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.71178,1.8119,0.321283,0.317979,3.97209,0.261101,5.96175e-05,0.142782,-0.123052,0.0797841,0.000276987,14.975,493.935
A20152011500.slt,2015-07-20,15:30,201.646,1,36000,36000,-0.282328,1,57.4863,1,113.757,1,-4.99852,1,2.58541,1,0.0142361,1,-0.192856,0.521647,-0.0054545,0.0118558,0.00020315,1.19265e-11,4.33149e-13,5.96037e-14,15.3001,379.064,384.355,4.3,0,555.672,13.7669,13.959,4.3,0,0.0764636,1.8944,1.92084,4.05,0,297.873,297.807,99937.3,1.16301,1013.19,0.0247752,0.167534,0.0100132,1376.19,3094.46,0.00860972,44.4728,1718.26,284.873,0.498966,4.89138,0.0497192,4.91702,-3.92718e-13,7.79504e-16,4.91702,9.98794,5.74896,84.1755,0.579365,-9999,0.492703,1.67071,-181.562,-0.0245522,0.505345,0.0990159,0,63.2159,-9.59326,21.7,54.036,82.4084,115.579,173.158,-0.278927,1.01219,62.8462,1.03114,108.186,1.05149,-4.93182,1.01352,2.4588,1.05149,0.0137808,1.03304,800000009,800000009,800000009,800000009,800000009,800010009,800000019,800010019,80000,80000,80,80,0,0,0,1,0,0,0,1.63075,1.44403,0.26666,0.0671276,3.93384,0.148192,5.97747e-05,0.0533342,-0.122187,0.0609173,0.000341423,14.9673,499.044
A20152011530.slt,2015-07-20,16:00,201.667,1,36000,36000,-0.202724,1,52.2727,1,99.8484,1,-4.20723,1,2.27005,1,0.0103946,1,1.08064,-0.943729,0.0107045,-0.0214557,-3.85887e-05,-1.29876e-10,-4.6488e-12,-6.48779e-13,15.2833,379.161,384.378,4.1,0,547.051,13.5717,13.7585,4.2,0,0.0763456,1.89405,1.92011,4.3,0,298.277,298.143,99914.3,1.16152,1013.09,0.0248089,0.1471,0.00985786,1356.37,3157.25,0.00848705,42.9607,1800.87,284.654,-0.190086,4.23181,0.0691875,4.23664,7.23887e-14,-8.49792e-15,4.23664,8.02001,357.562,92.5719,0.935725,-9999,0.417773,1.09821,-121.702,-0.0366284,0.523521,0.106331,0,60.7522,-9.21938,20.8543,51.9301,79.1966,111.074,166.41,-0.200645,1.01036,57.2088,1.02686,95.9155,1.041,-4.18226,1.00597,2.18064,1.041,0.0101642,1.02266,800000009,800000009,800000009,800000009,800000009,800010009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.07444,0.909851,0.212137,0.158283,3.9819,0.219612,6.11058e-05,0.0486172,-0.103757,0.0540992,0.000252163,14.9491,488.511
A20152011600.slt,2015-07-20,16:30,201.687,1,36000,36000,-0.246024,1,78.1637,1,145.069,1,-5.36915,1,3.29991,1,0.0145043,2,1.75113,-2.59145,0.062915,-0.0589479,-0.000528413,3.27192e-10,1.1231e-11,1.62783e-12,15.2763,379.734,384.75,4.05,0,524.367,13.0346,13.2067,4.1,0,0.076002,1.88923,1.91418,4.1,0,298.56,298.69,99901.0,1.15947,1012.81,0.0248577,0.213834,0.00944909,1302.51,3261.57,0.00814947,39.9352,1959.06,284.043,0.886849,4.72306,0.0275081,4.80568,-2.62407e-13,2.14183e-14,4.80568,8.88212,10.7915,79.3654,0.327967,-9999,0.460637,1.47605,-109.081,-0.0408666,0.538802,0.144498,0,62.0642,-9.41848,21.3046,53.0515,80.9069,113.473,170.003,-0.243133,1.01189,84.7849,1.03043,135.689,1.06913,-5.25367,1.02198,3.08653,1.06913,0.0139302,1.04121,800000009,800000009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.35089,1.35709,0.244117,0.165437,3.95982,0.245809,6.19775e-05,0.0721993,-0.130594,0.0767241,0.000346273,14.9587,465.131
