file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,storage_fluxes,,,,,vertical_advection_fluxes,,,gas_densities_concentrations_and_timelags,,,,,,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,,variances,,,,,,,covariances,,,,custom_variables
A20152011630.slt,2015-07-20,17:00,201.708,1,36000,36000,-0.18064,1,27.4677,1,101.477,1,-3.74366,1,2.30797,1,0.0113812,1,-0.469893,-2.29963,0.0475038,-0.0523023,-0.000181167,-2.10749e-10,-6.96166e-12,-1.0464e-12,15.2976,380.167,385.002,4.1,0,505.325,12.5581,12.7178,4.25,0,0.0759546,1.88758,1.91159,4.1,0,298.428,298.543,99877.0,1.15997,1012.53,0.0248515,0.149557,0.00910595,1254.6,3233.29,0.00785013,38.8025,1978.69,283.481,-0.148372,3.95033,0.0713189,3.95375,9.57325e-14,-1.37766e-14,3.95375,7.70124,357.806,92.151,1.03357,-9999,0.394623,0.985303,-195.114,-0.0228469,0.27068,0.0592629,0,62.3603,-9.46342,21.4063,53.3047,81.293,114.015,170.815,-0.178919,1.00962,33.0532,1.0251,96.9867,1.0463,-3.72235,1.00573,2.20585,1.0463,0.0111438,1.0213,800000009,800010009,800000009,800000009,800000009,800010009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,0.872973,0.920193,0.177441,0.0642663,4.14668,0.279886,6.40384e-05,0.028142,-0.0925058,0.0548186,0.000276941,14.9814,447.89
A20152011700.slt,2015-07-20,17:30,201.729,1,36000,36000,-0.247809,1,22.3396,4,131.4,1,-5.38012,1,2.98844,1,0.0148754,2,-0.117471,-0.518558,0.0166026,-0.0117936,-0.000343862,2.99703e-10,9.81147e-12,1.48501e-12,15.3037,380.319,385.113,4.0,0,501.002,12.4506,12.6076,4.25,0,0.0758288,1.88445,1.90821,4.35,0,298.616,298.507,99865.0,1.16003,1012.47,0.0248514,0.193651,0.00902806,1243.71,3226.25,0.00778264,38.5498,1982.54,283.35,0.0161567,4.15542,0.0937636,4.15651,1.60021e-13,1.95837e-14,4.15651,9.71244,1.09586,89.7772,1.2926,-9999,0.462194,1.38028,-385.406,-0.0115664,0.170012,0.0411527,0,65.4655,-9.93465,22.4722,55.9589,85.3409,119.692,179.32,-0.245319,1.01015,29.8169,1.02636,125.531,1.04676,-5.36069,1.00363,2.85497,1.04676,0.0145842,1.01997,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.51366,1.03144,0.215451,0.098016,4.87849,0.391543,7.02026e-05,0.025387,-0.133221,0.0709499,0.000362438,14.9755,442.972
A20152011730.slt,2015-07-20,18:00,201.75,1,36000,36000,-0.277662,1,44.1123,1,121.364,1,-4.23157,1,2.76149,1,0.012385,1,1.56667,-5.24898,0.218704,-0.119435,-0.000486983,-1.61735e-10,-4.80594e-12,-7.95319e-13,15.3555,382.315,386.708,4.35,0,456.288,11.3605,11.491,4.3,0,0.0755095,1.88001,1.90161,3.9,0,298.746,298.997,99843.3,1.15835,1011.89,0.0248976,0.178944,0.00822231,1134.57,3321.4,0.00709828,34.1595,2186.83,281.984,-0.297957,4.77637,0.0820517,4.78636,-1.37993e-14,-1.05327e-14,4.78636,9.69737,356.55,93.5696,0.982259,-9999,0.489596,1.38235,-231.917,-0.0192213,0.363472,0.0768688,0,63.3642,-9.61576,21.7509,54.1628,82.6016,115.85,173.564,-0.274413,1.01184,50.1503,1.03031,113.175,1.07235,-4.19456,1.00882,2.57516,1.07235,0.0120508,1.02773,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.4269,1.07593,0.261861,0.0373015,3.88098,0.204307,5.95322e-05,0.042786,-0.104434,0.0641152,0.000300035,15.051,398.495
A20152011800.slt,2015-07-20,18:30,201.771,1,36000,35778,-0.317712,1,31.5342,2,126.294,2,-5.00573,4,2.8739,2,0.0145963,2,0.255666,0.0858307,0.0642631,0.00195313,5.49694e-05,-7.51382e-11,-2.2328e-12,-3.69018e-13,15.372,382.902,387.308,4.25,1,456.794,11.3783,11.5093,4.2,0,0.0754949,1.88051,1.90215,3.8,0,298.816,299.077,99824.0,1.15781,1011.89,0.0249091,0.186228,0.00823143,1136.13,3337.16,0.00710948,34.0449,2201.03,282.004,-0.0508748,4.62001,0.0770487,4.62093,-1.35503e-14,-4.88799e-15,4.62093,9.55287,359.626,90.6309,0.955386,-9999,0.523839,1.40088,-397.313,-0.0112197,0.249689,0.0513821,0,68.7004,-10.4256,23.5826,58.7241,89.5579,125.606,188.181,-0.314134,1.01139,38.2855,1.02927,118.754,1.06349,-4.99498,1.00215,2.70233,1.06349,0.0143061,1.02029,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.68579,0.870956,0.245017,0.0241066,6.5782,0.202266,5.74155e-05,0.0326784,-0.12442,0.0673125,0.000356352,15.0483,401.104
A20152011830.slt,2015-07-20,19:00,201.792,1,36000,36000,-0.336931,1,-12.4888,6,123.307,1,-4.1234,1,2.80485,1,0.0187451,1,-1.26941,-0.940699,-0.0178202,-0.0213979,2.86164e-05,2.83552e-10,8.28507e-12,1.39337e-12,15.3872,382.739,387.068,4.35,0,449.596,11.1832,11.3097,4.15,0,0.0756122,1.88077,1.90204,4.05,0,298.416,298.68,99832.7,1.15953,1011.78,0.0248739,0.181754,0.00810172,1116.75,3259.63,0.00698704,34.2599,2142.89,281.75,0.731216,4.94921,0.0733056,5.00347,-6.7824e-15,1.84278e-14,5.00347,10.6999,8.64026,81.5957,0.839467,-9999,0.539049,1.48782,1093.19,0.00407776,-0.101282,-0.019748,0,68.0521,-10.3272,23.3601,58.1699,88.7128,124.421,186.405,-0.332201,1.01424,-5.02036,1.03457,111.997,1.10099,-4.03187,1.0227,2.54758,1.10099,0.0179197,1.04606,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,80,0,0,0,0,0,0,0,1.85998,0.850739,0.264929,0.0624495,3.63772,0.147588,6.28128e-05,-0.00427923,-0.100288,0.0633683,0.000445732,15.0814,393.768
A20152011900.slt,2015-07-20,19:30,201.812,1,36000,36000,-0.163035,1,-28.0603,2,89.3672,2,-3.62959,2,2.03099,2,0.0196522,4,-2.98606,3.09323,-0.123323,0.0702978,0.00106152,2.20618e-10,6.83456e-12,1.09288e-12,15.3917,381.618,386.184,4.35,0,476.821,11.8221,11.9636,4.35,0,0.0762459,1.89042,1.91303,4.1,0,297.695,297.75,99843.7,1.163,1012.11,0.0247937,0.131608,0.00859231,1180.68,3084.0,0.00738804,38.2842,1903.31,282.575,0.312482,3.54442,0.0661825,3.55878,1.65203e-13,1.43336e-14,3.55878,7.25039,4.50075,84.9617,1.06559,-9999,0.374411,0.794387,163.062,0.0273377,-0.313989,-0.0636704,0,65.3568,-9.91815,22.4349,55.866,85.1992,119.493,179.022,-0.161163,1.01161,-22.118,1.02771,83.7307,1.06732,-3.5817,1.01337,1.90289,1.06732,0.0190155,1.03348,800000009,800010009,800000009,800000009,800000009,800000009,800010019,800010019,80000,80000,80,81,0,0,0,0,0,0,0,1.00418,0.442824,0.141767,0.0297318,3.93058,0.192373,8.07026e-05,-0.0187905,-0.0888037,0.0471797,0.000471466,15.0674,423.953
A20152011930.slt,2015-07-20,20:00,201.833,1,36000,36000,-0.0540733,1,-34.6362,2,31.6553,1,-0.964015,1,0.718448,1,0.0147667,1,-4.45174,3.61973,-0.0427849,0.0821531,0.00127947,-8.57957e-12,-2.82784e-13,-4.28042e-14,15.447,381.231,386.082,4.25,1,509.136,12.5654,12.7253,4.35,0,0.0770664,1.90199,1.9262,4.2,0,296.514,296.37,99839.0,1.16803,1012.48,0.0246799,0.0465554,0.00917463,1254.86,2838.6,0.00785477,44.207,1583.74,283.484,-0.371626,2.44114,0.0919375,2.47097,2.85595e-14,-5.5542e-16,2.47097,4.85301,351.162,98.6559,2.13229,-9999,0.215161,0.224005,25.0718,0.177799,-1.09417,-0.136121,0,61.773,-9.37429,21.2047,52.8026,80.5273,112.941,169.206,-0.0532858,1.01478,-31.8627,1.03285,28.7389,1.10148,-0.927548,1.03932,0.652257,1.10148,0.0137903,1.07081,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800100019,80000,80000,80,80,0,0,1,0,0,0,0,0.233923,0.160348,0.0537377,0.32259,3.60935,0.0725537,7.7139e-05,-0.0269427,-0.0228918,0.0160977,0.000340343,15.1038,461.531
A20152012000.slt,2015-07-20,20:30,201.854,1,36000,36000,-0.0252936,5,-14.8352,5,26.7092,5,-1.40114,5,0.605317,5,0.0180583,5,-4.83145,3.35257,-0.0811755,0.07598,0.00323685,8.86328e-11,3.08629e-12,4.49833e-13,15.4959,380.5,385.609,4.25,1,539.583,13.2494,13.4273,4.4,0,0.0786455,1.93113,1.95706,4.55,0,295.445,294.88,99843.0,1.17368,1012.82,0.0245549,0.0392245,0.00972329,1323.21,2592.95,0.00828447,51.0313,1269.73,284.28,-0.799506,1.69206,0.111331,1.87474,-1.03506e-13,5.71976e-15,1.87474,3.3251,334.348,115.291,3.40448,-9999,0.146802,0.0961752,18.594,0.239742,-0.555435,-0.0850118,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0249543,1.0136,-13.0311,1.02995,22.909,1.16588,-1.24776,1.12292,0.51919,1.16588,0.0156625,1.15297,800000009,800010009,800000009,800000009,800000009,800000009,800110019,800110019,80000,80000,80,80,0,0,0,0,0,0,0,0.0988096,0.0730248,0.020516,0.0705784,4.46021,0.196242,0.000381175,-0.0109622,-0.0306386,0.0127487,0.000384591,15.1192,495.239
A20152012030.slt,2015-07-20,21:00,201.875,1,36000,36000,-0.0362766,5,-14.0154,5,38.9937,5,-2.20251,5,0.884569,5,0.0180531,5,3.20003,4.72068,-0.277949,0.107088,0.0034253,-9.30836e-11,-3.50098e-12,-4.83178e-13,15.3422,377.99,383.441,4.4,0,577.038,14.2166,14.4216,4.45,0,0.0796383,1.96207,1.99036,4.05,0,296.002,295.87,99843.3,1.16932,1013.39,0.0246372,0.0573201,0.0103982,1419.82,2753.99,0.00889251,51.5548,1334.18,285.347,-0.945217,1.46268,0.133123,1.74659,-4.82908e-14,-6.06716e-15,1.74659,3.5173,326.902,122.871,4.37124,-9999,0.176136,0.126635,34.0008,0.131107,-0.359428,-0.0671504,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0359304,1.00964,-11.64,1.02189,34.0274,1.14595,-1.9678,1.11927,0.771909,1.14595,0.0158587,1.13837,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800110019,80000,80000,80,80,0,0,1,0,0,0,0,0.133266,0.0901741,0.0298291,0.0326706,4.00973,0.162614,0.000123439,-0.00982295,-0.0484812,0.0190177,0.000390713,14.9931,528.065
A20152012100.slt,2015-07-20,21:30,201.896,1,36000,36000,-0.0140706,5,-0.049228,9,-9.84602,6,-0.727676,5,-0.22314,6,-0.0185191,6,-3.24385,3.46591,-0.145419,0.0785478,0.00396444,4.85142e-11,1.92206e-12,2.57297e-13,15.342,376.681,382.388,4.35,0,607.829,14.9236,15.1497,9.7,0,0.0813671,1.99775,2.02802,9.1,0,295.267,294.87,99850.0,1.17305,1013.76,0.0245523,-0.0144595,0.0109531,1490.52,2591.36,0.00933725,57.5189,1100.84,286.087,-1.21596,1.25453,0.132234,1.75211,8.76732e-14,3.16218e-15,1.75211,2.70869,316.113,134.106,4.3283,-9999,0.109522,0.0647146,2327.57,0.00191519,0.00499978,-0.000377973,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0139776,1.00666,-0.597506,1.01594,-8.76123,1.12382,-0.654469,1.11186,-0.198556,1.12382,-0.0164925,1.12288,800000009,800010009,800000009,800000009,800000009,800000009,800110019,811110019,80000,80000,80,80,0,0,0,0,0,0,0,0.0546956,0.0629237,0.0118096,0.166105,3.70932,0.146573,0.000701323,-0.000502447,-0.0160687,-0.004875,-0.00040493,14.9798,562.233
A20152012130.slt,2015-07-20,22:00,201.917,1,36000,36000,-0.0151073,5,-8.65806,5,6.98034,5,-0.423019,5,0.157953,5,0.0134843,5,-5.16482,3.96649,-0.0402309,0.0897551,0.00353799,-6.90565e-11,-2.88599e-12,-3.72409e-13,15.4114,376.321,382.334,7.7,0,644.07,15.7271,15.9784,4.75,0,0.0831108,2.02942,2.06185,4.4,0,294.227,293.287,99859.0,1.17913,1014.17,0.0244183,0.0102354,0.0116061,1570.91,2351.02,0.00984296,66.8184,780.104,286.893,-1.43455,1.19439,0.108087,1.86981,2.2102e-14,-4.48087e-15,1.86981,2.92904,309.712,140.22,3.31391,-9999,0.113191,0.0647145,14.6118,0.305079,-1.24035,-0.063964,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0148696,1.01599,-8.07428,1.03475,5.37558,1.29853,-0.33389,1.26694,0.12164,1.29853,0.0103096,1.30793,800000009,800000009,800000009,800000009,800000009,800000009,800000019,810100019,80000,80000,80,80,0,0,0,0,0,0,0,0.0688942,0.0471932,0.0133416,0.0775506,4.05765,0.0933962,0.000327882,-0.00675197,-0.00815302,0.00297025,0.000251743,15.004,603.528
A20152012200.slt,2015-07-20,22:30,201.937,1,36000,36000,-0.0213763,5,-16.1458,5,5.3823,5,0.842275,5,0.121688,5,0.0124622,5,-2.90107,0.538158,0.236804,0.0121672,0.00440263,-3.54104e-11,-1.48175e-12,-1.93571e-13,15.545,378.434,384.523,4.15,0,650.483,15.8357,16.0905,4.85,0,0.0849768,2.06871,2.102,4.2,0,293.484,292.4,99859.0,1.18266,1014.21,0.0243445,0.00788539,0.0117217,1581.76,2225.13,0.00991133,71.086,643.375,286.999,-1.61199,1.3663,0.106413,2.11581,2.89378e-14,-2.27793e-15,2.11581,3.5713,310.359,139.716,2.88287,-9999,0.134443,0.0847836,13.1293,0.339526,-2.99979,-0.100123,0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-0.0209817,1.01881,-15.3411,1.0406,4.07839,1.31971,0.655323,1.28528,0.092208,1.31971,0.00932478,1.33646,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800100019,80000,80000,80,80,0,0,0,0,0,0,0,0.0933034,0.0561534,0.0201104,0.0972037,4.33064,0.0561752,0.00017734,-0.0127899,0.0159535,0.00224475,0.000227007,15.1172,613.566
A20152012230.slt,2015-07-20,23:00,201.958,1,36000,36000,-0.0692195,5,-40.0969,5,36.37,5,-2.15073,6,0.821856,5,0.0669034,5,-1.7808,-3.82835,0.654839,-0.0865096,-0.00536592,2.79869e-11,1.09721e-12,1.47187e-13,15.8142,384.268,390.145,10.75,0,619.988,15.065,15.2955,5.15,0,0.083169,2.02091,2.05183,4.45,0,293.034,291.857,99860.3,1.18522,1013.77,0.0242989,0.0532563,0.0111722,1504.8,2150.94,0.00942624,69.9601,646.141,286.233,-1.53379,1.97789,0.120837,2.50583,-1.07346e-13,1.76973e-15,2.50583,4.67626,321.526,127.792,2.764,-9999,0.241666,0.321217,30.7017,0.145195,-1.10247,-0.138089,0,64.9419,-9.85519,22.2925,55.5114,84.6584,118.735,177.886,-0.0682839,1.0137,-37.1635,1.03073,31.0665,1.17072,-1.87225,1.14874,0.702011,1.17072,0.0566834,1.1803,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,81,0,0,0,0,0,0,0,0.344945,0.237604,0.0598859,0.0912451,8.64231,0.359684,0.001865,-0.0309298,-0.0454936,0.0170581,0.00137734,15.369,585.748
A20152012300.slt,2015-07-20,23:30,201.979,0,36000,36000,-0.0656453,1,-37.5858,1,13.2658,2,1.84997,1,0.299699,2,0.0158973,2,-0.776274,-4.6975,0.547678,-0.106126,-0.00894084,1.11435e-11,4.04358e-13,5.55925e-14,16.0297,389.142,394.715,4.6,0,581.659,14.1206,14.3228,4.55,0,0.0799685,1.94134,1.96915,4.5,0,292.637,291.62,99872.0,1.18675,1013.23,0.0242764,0.0194205,0.0104815,1410.63,2119.31,0.0088321,66.5605,708.687,285.248,-1.63848,2.15402,0.115985,2.70885,9.02921e-14,6.9518e-16,2.70885,4.91157,322.609,127.259,2.45398,-9999,0.235192,0.278178,30.1881,0.147666,-2.83329,-0.132903,0,62.4911,-9.48327,21.4512,53.4165,81.4635,114.254,171.173,-0.0646819,1.0149,-35.8407,1.03331,11.2893,1.17507,1.61164,1.14788,0.255047,1.17507,0.0134396,1.18287,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.270817,0.223166,0.0623731,0.134785,4.08545,0.0618412,0.000116856,-0.0298062,0.0391248,0.00619162,0.000326264,15.5841,549.397
A20152012330.slt,2015-07-21,00:00,202.0,0,36000,36000,-0.0910262,1,-39.7957,1,10.0038,1,2.36366,1,0.225833,1,0.012844,1,-2.57616,-0.202373,0.143892,-0.00456854,-0.000942029,4.27575e-12,1.542e-13,2.11694e-14,16.1253,390.419,395.994,4.45,0,581.539,14.08,14.2811,4.8,0,0.0798369,1.93298,1.96059,4.5,0,291.93,290.837,99870.0,1.18994,1013.19,0.0242116,0.014634,0.0104793,1406.55,2017.5,0.0088066,69.7172,610.957,285.204,-1.97417,2.09912,0.152743,2.88565,-5.88151e-14,2.65158e-16,2.88565,5.5244,316.381,133.243,3.0342,-9999,0.27658,0.337009,46.3661,0.0961425,-3.97806,-0.119343,0,63.8949,-9.6963,21.9331,54.6164,83.2935,116.82,175.018,-0.0898292,1.01333,-38.2688,1.03036,8.57395,1.16676,2.06284,1.14583,0.193556,1.16676,0.0109249,1.17567,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,1,0,0,0,0,0.378673,0.213622,0.0817228,0.0744957,3.82343,0.0574781,9.18107e-05,-0.0317415,0.0499447,0.0046863,0.000264509,15.668,552.242
A20152020000.slt,2015-07-21,00:30,202.021,0,36000,36000,-0.155328,1,-46.4207,1,16.0287,2,2.93448,1,0.361843,2,0.0180155,2,-0.0219228,-2.18372,-0.0480442,-0.0492969,-0.0022436,-1.2512e-10,-4.37686e-12,-6.13763e-13,16.1074,389.992,395.386,4.05,0,563.459,13.6424,13.8311,4.45,0,0.0790133,1.91307,1.93953,4.15,0,291.933,290.83,99866.3,1.19012,1012.95,0.024212,0.0234474,0.0101535,1362.79,2016.66,0.0085315,67.5765,653.87,284.725,-2.22492,2.69878,0.188473,3.50274,1.09099e-13,-7.76785e-15,3.50274,7.62997,320.52,129.503,3.08442,-9999,0.361268,0.58389,88.5744,0.0503277,-2.89611,-0.106587,0,63.2876,-9.60414,21.7246,54.0973,82.5018,115.71,173.355,-0.153317,1.01312,-44.3685,1.03061,14.1275,1.13457,2.63337,1.11434,0.318925,1.13457,0.0157856,1.14126,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.694501,0.330449,0.14283,0.0546456,3.73966,0.0510656,9.35919e-05,-0.036804,0.0637591,0.00772181,0.0003822,15.6497,534.122
A20152020030.slt,2015-07-21,01:00,202.042,0,36000,36000,-0.260036,1,-59.9846,1,20.7732,1,3.33924,1,0.468909,1,0.014962,1,-0.285047,-1.3037,0.00426724,-0.0294283,-0.000984946,-3.05629e-11,-1.04856e-12,-1.49223e-13,16.1126,390.03,395.32,4.1,0,552.795,13.3813,13.5628,4.9,0,0.0786697,1.90433,1.93016,4.15,0,291.789,290.743,99858.7,1.1905,1012.8,0.0242066,0.0303853,0.00996136,1336.6,2005.66,0.00836736,66.6411,669.068,284.432,-2.98294,3.36517,0.208648,4.50176,-5.24658e-14,-1.89683e-15,4.50176,8.21895,318.364,131.554,2.6565,-9999,0.467359,0.914921,148.388,0.0300412,-2.8876,-0.106448,0,65.7752,-9.98163,22.5785,56.2236,85.7446,120.258,180.168,-0.256182,1.01504,-57.0466,1.03553,18.3195,1.13394,3.00578,1.11094,0.413524,1.13394,0.0131175,1.14061,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.05434,0.558841,0.21666,0.0591871,3.72093,0.0425745,6.06849e-05,-0.0473124,0.0727596,0.01001,0.000317531,15.6586,524.035
A20152020100.slt,2015-07-21,01:30,202.062,0,36000,36000,-0.322271,1,-59.4057,1,23.4116,1,3.20057,1,0.528429,1,0.0153136,1,-0.24124,-1.63363,-0.0562411,-0.0368731,-0.00036207,1.04115e-10,3.48914e-12,5.08134e-13,16.096,389.531,394.684,4.1,0,539.417,13.0542,13.2268,4.4,0,0.0785569,1.90112,1.92626,4.2,0,291.726,290.67,99858.7,1.19095,1012.62,0.0242005,0.0342422,0.00972029,1303.92,1996.4,0.00816178,65.3135,692.484,284.059,-3.29506,4.08271,0.203618,5.25047,4.27709e-14,6.46836e-15,5.25047,10.4489,321.101,128.906,2.22254,-9999,0.520192,1.20116,206.597,0.021577,-2.53745,-0.0946945,0,64.2938,-9.75684,22.07,54.9574,83.8135,117.55,176.111,-0.316974,1.01671,-56.0993,1.03968,20.7698,1.12719,2.90617,1.1013,0.4688,1.12719,0.0135132,1.13323,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.32678,0.791858,0.283677,0.0410334,3.77315,0.0547013,5.81838e-05,-0.0465177,0.0703309,0.0113452,0.000327026,15.6395,511.057
A20152020130.slt,2015-07-21,02:00,202.083,1,36000,36000,-0.323435,1,-52.4619,1,20.2395,1,2.15163,1,0.456782,1,0.0163226,2,-0.361982,-1.93572,0.0103422,-0.043687,0.00011078,-1.21881e-10,-3.96238e-12,-5.95011e-13,16.1063,389.623,394.622,4.25,1,523.62,12.6667,12.8292,4.55,0,0.0786293,1.9021,1.9265,4.4,0,291.555,290.56,99861.3,1.19161,1012.39,0.0241907,0.0295995,0.00943563,1265.26,1982.58,0.00791839,63.8185,717.329,283.607,-2.79553,4.44153,0.193038,5.25161,2.20634e-13,-7.56729e-15,5.25161,9.77937,327.786,122.187,2.10655,-9999,0.520986,1.30098,235.003,0.0189689,-2.59206,-0.0834707,0,63.9076,-9.69822,21.9374,54.6272,83.31,116.843,175.053,-0.31819,1.01648,-49.5661,1.03924,18.2168,1.11103,1.98351,1.08476,0.411133,1.11103,0.0146325,1.1155,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.39925,0.913785,0.288928,0.0434485,3.7249,0.0496225,7.2431e-05,-0.0410865,0.0479824,0.00994559,0.000353971,15.6527,496.174
A20152020200.slt,2015-07-21,02:30,202.104,1,36000,36000,-0.274134,1,-46.5319,1,17.6235,2,2.32805,1,0.397597,2,0.0139536,1,-1.25239,-1.09968,0.0919435,-0.0248094,-0.000690729,9.1031e-11,2.90204e-12,4.4205e-13,16.1653,390.437,395.358,3.65,0,515.345,12.4471,12.6039,6.05,0,0.0784993,1.89598,1.91988,4.4,0,291.145,290.18,99887.0,1.19358,1012.27,0.0241529,0.0257643,0.00928652,1243.63,1935.49,0.00778041,64.2543,691.854,283.349,-1.76173,4.14552,0.180638,4.50796,2.71903e-13,5.63126e-15,4.50796,10.2253,337.697,113.024,2.29651,-9999,0.479244,1.319,206.263,0.021612,-2.64033,-0.0803615,0,63.2734,-9.60198,21.7197,54.0851,82.4832,115.684,173.316,-0.270239,1.01441,-44.1691,1.03431,16.2748,1.08287,2.19496,1.06063,0.367169,1.08287,0.0128361,1.08706,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.50315,0.883666,0.251167,0.0578104,3.84529,0.0418923,5.92607e-05,-0.0365572,0.0530146,0.00886818,0.000310028,15.7093,489.813
A20152020230.slt,2015-07-21,03:00,202.125,1,36000,36000,-0.212095,1,-49.8843,1,14.9345,1,2.48643,1,0.336788,1,0.0144491,1,-1.45231,-0.310394,0.0764149,-0.0069997,8.48483e-05,6.47769e-11,2.05126e-12,3.14141e-13,16.2179,391.113,396.017,4.0,0,513.565,12.3852,12.5405,4.6,0,0.0786501,1.89673,1.92052,4.0,0,290.749,289.74,99887.7,1.19542,1012.23,0.0241161,0.0218239,0.00925444,1237.46,1882.18,0.00774155,65.746,644.722,283.275,-1.59997,3.6908,0.171681,4.02634,-8.96535e-14,3.99416e-15,4.02634,8.02859,336.497,113.437,2.44381,-9999,0.421215,0.773061,130.63,0.0341249,-3.3402,-0.0978723,0,64.1792,-9.73944,22.0306,54.8594,83.664,117.34,175.797,-0.209204,1.01382,-47.6613,1.03258,13.7271,1.08796,2.33049,1.06691,0.30956,1.08796,0.0132166,1.09325,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.807863,0.550896,0.187362,0.0538755,3.71264,0.0408468,6.08377e-05,-0.0393883,0.0562023,0.00746537,0.000318732,15.7537,489.82
A20152020300.slt,2015-07-21,03:30,202.146,1,36000,36000,-0.243538,1,-50.7637,1,15.3467,1,2.88893,2,0.346015,1,0.0132347,1,-0.671503,0.575617,-0.0394554,0.0129782,0.000310323,-1.91116e-10,-6.11344e-12,-9.28997e-13,16.2119,390.764,395.71,4.35,0,518.589,12.4999,12.6581,4.75,0,0.0788047,1.89947,1.92352,4.4,0,290.615,289.537,99869.3,1.19599,1012.28,0.0241036,0.0224218,0.00934498,1248.69,1857.98,0.00781357,67.2065,609.298,283.41,-2.29726,3.76804,0.191518,4.41726,3.79432e-14,-1.17886e-14,4.41726,9.04518,328.518,121.369,2.48494,-9999,0.451252,0.905454,157.815,0.0282467,-3.30779,-0.0929189,0,63.2579,-9.59962,21.7144,54.0719,82.463,115.656,173.273,-0.240023,1.01464,-48.4116,1.03465,13.8589,1.10735,2.66014,1.08601,0.312472,1.10735,0.0118796,1.11407,800000009,800000009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,0.982121,0.606016,0.22277,0.0391644,3.77152,0.039746,5.86892e-05,-0.039987,0.0641188,0.00753169,0.00028634,15.7436,495.407
A20152020330.slt,2015-07-21,04:00,202.167,1,36000,36000,-0.354448,1,-58.4196,1,22.8059,1,2.74082,1,0.514139,1,0.015966,1,-0.385416,-0.102106,-0.0437188,-0.00230189,8.8656e-05,-7.40292e-11,-2.36655e-12,-3.60355e-13,16.2013,390.378,395.311,4.1,0,517.92,12.4795,12.6372,5.6,0,0.0788637,1.90026,1.92427,4.0,0,290.477,289.42,99862.7,1.1964,1012.27,0.0240955,0.0333162,0.00933291,1246.57,1844.23,0.0078008,67.5933,597.653,283.384,-2.88632,4.03126,0.239465,4.96379,3.89721e-14,-4.56934e-15,4.96379,9.20038,324.424,125.602,2.76516,-9999,0.544298,1.22506,240.642,0.0185244,-2.5616,-0.0886235,0,65.737,-9.97584,22.5654,56.191,85.6948,120.188,180.064,-0.349017,1.01556,-55.3032,1.03709,20.4676,1.11425,2.5091,1.09235,0.461422,1.11425,0.0142362,1.1215,800000009,800010009,800000009,800000009,800000009,800000009,800000019,800000019,80000,80000,80,80,0,0,0,0,0,0,0,1.4303,0.725676,0.294145,0.040469,3.79583,0.0433293,5.78409e-05,-0.0456642,0.0604579,0.0111182,0.000343027,15.7352,495.081
